author_id,sentiment,YM,model
472133337,1,10/2019,ALL
913128578081947649,1,10/2019,ALL
1206557256,1,10/2019,ALL
928395814208180224,1,10/2019,ALL
2990402052,1,10/2019,ALL
969173723457695744,1,10/2019,ALL
468413676,1,10/2019,ALL
15319848,0,10/2019,ALL
371552020,1,10/2019,ALL
1024621677597081600,0,10/2019,ALL
25471555,0,10/2019,ALL
1894632307,1,10/2019,ALL
17714540,1,10/2019,ALL
320946636,0,10/2019,ALL
280463343,0,10/2019,ALL
2334357306,1,10/2019,ALL
99807930,1,10/2019,ALL
20601055,0,10/2019,ALL
2411363330,1,10/2019,ALL
16228337,1,10/2019,ALL
961544622806917121,1,10/2019,ALL
28355349,1,10/2019,ALL
467062762,0,10/2019,ALL
1225731282,1,10/2019,ALL
62476553,1,10/2019,ALL
31526915,0,10/2019,ALL
152370218,0,10/2019,ALL
178671032,1,10/2019,ALL
15342691,1,10/2019,ALL
17626340,0,10/2019,ALL
87686227,1,10/2019,ALL
1482223236,0,10/2019,ALL
52842945,1,10/2019,ALL
1965348956,1,10/2019,ALL
761110403489288192,1,10/2019,ALL
32440728,1,10/2019,ALL
219089769,0,10/2019,ALL
812415851353829376,1,10/2019,ALL
1344887010,0,10/2019,ALL
837689974019538945,1,10/2019,ALL
799320519220731908,0,10/2019,ALL
2908107542,1,10/2019,ALL
17392332,0,10/2019,ALL
245274881,0,10/2019,ALL
812415851353829376,1,10/2019,ALL
16403774,1,10/2019,ALL
2988358210,0,10/2019,ALL
18643165,1,10/2019,ALL
333176449,1,10/2019,ALL
255058220,0,10/2019,ALL
863347843,1,10/2019,ALL
255058220,1,10/2019,ALL
255058220,1,10/2019,ALL
19097471,1,10/2019,ALL
171517197,1,10/2019,ALL
171517197,1,10/2019,ALL
171517197,0,10/2019,ALL
36051159,1,10/2019,ALL
14304930,1,10/2019,ALL
986019714034995202,0,10/2019,ALL
133423736,0,10/2019,ALL
1912395307,0,10/2019,ALL
3107543009,0,10/2019,ALL
712197433,0,10/2019,ALL
45756881,1,10/2019,ALL
45744578,0,10/2019,ALL
4881937599,1,10/2019,ALL
4012136117,1,10/2019,ALL
1062008507870928896,1,10/2019,ALL
1179976997713281024,1,10/2019,ALL
931195029711880193,1,10/2019,ALL
247365368,1,10/2019,ALL
700118976,0,10/2019,ALL
837689974019538945,0,10/2019,ALL
77312459,1,10/2019,ALL
804681512,0,10/2019,ALL
970815546,0,10/2019,ALL
790896666828234752,0,10/2019,ALL
387617328,0,10/2019,ALL
1008259824247713792,1,10/2019,ALL
1008259824247713792,1,10/2019,ALL
55373985,1,10/2019,ALL
757444920,1,10/2019,ALL
1008259824247713792,1,10/2019,ALL
776810253467942912,0,10/2019,ALL
6973982,0,10/2019,ALL
14292458,0,10/2019,ALL
17181098,0,10/2019,ALL
1465449000,1,10/2019,ALL
596377986,0,10/2019,ALL
2149170848,0,10/2019,ALL
970815546,0,10/2019,ALL
17493257,1,10/2019,ALL
7880532,0,10/2019,ALL
273578096,0,10/2019,ALL
91109381,1,10/2019,ALL
2586135432,0,10/2019,ALL
442583715,1,10/2019,ALL
56006076,1,10/2019,ALL
382836536,1,10/2019,ALL
178563985,1,10/2019,ALL
223160357,0,10/2019,ALL
829445011330711557,1,10/2019,ALL
944097307364155392,1,10/2019,ALL
1879518390,1,10/2019,ALL
3061902593,0,10/2019,ALL
19397439,0,10/2019,ALL
1029659846067539968,1,10/2019,ALL
610948836,0,10/2019,ALL
79073567,1,10/2019,ALL
1134357989651935233,0,10/2019,ALL
156590730,1,10/2019,ALL
256965214,0,10/2019,ALL
851410313580761090,1,10/2019,ALL
257623904,1,10/2019,ALL
2804,0,10/2019,ALL
1154381411614416906,1,10/2019,ALL
546313843,0,10/2019,ALL
111050337,1,10/2019,ALL
783086442,0,10/2019,ALL
93639729,1,10/2019,ALL
45744578,1,10/2019,ALL
3304694299,0,10/2019,ALL
2931545066,0,10/2019,ALL
1113906192923807744,1,10/2019,ALL
312755256,0,10/2019,ALL
99807930,0,10/2019,ALL
2367320131,0,10/2019,ALL
1154398223080890368,1,10/2019,ALL
1064474973467787265,1,10/2019,ALL
751072679390740480,0,10/2019,ALL
147822742,1,10/2019,ALL
1113906192923807744,0,10/2019,ALL
2155556012,0,10/2019,ALL
1420660507,1,10/2019,ALL
842103497541746693,1,10/2019,ALL
918813768418775040,1,10/2019,ALL
918813768418775040,0,10/2019,ALL
441998900,1,10/2019,ALL
1164950165746311170,1,10/2019,ALL
442583715,1,10/2019,ALL
722773924124045313,1,10/2019,ALL
921609360,1,10/2019,ALL
151934168,1,10/2019,ALL
1156298024148226048,1,10/2019,ALL
2356982959,1,10/2019,ALL
518238327,1,10/2019,ALL
59488559,0,10/2019,ALL
23389537,0,10/2019,ALL
144494566,0,10/2019,ALL
783086442,0,10/2019,ALL
177048957,0,10/2019,ALL
1154381411614416906,1,10/2019,ALL
555473608,0,10/2019,ALL
3307044333,0,10/2019,ALL
787150986313801728,1,10/2019,ALL
765661820250185731,0,10/2019,ALL
92739042,0,10/2019,ALL
56391919,0,10/2019,ALL
1592732142,1,10/2019,ALL
87606674,1,10/2019,ALL
1436070643,0,10/2019,ALL
474313087,1,10/2019,ALL
1171378348704108547,0,10/2019,ALL
326414705,1,10/2019,ALL
1436070643,1,10/2019,ALL
540334131,1,10/2019,ALL
14409338,0,10/2019,ALL
861611791696228353,1,10/2019,ALL
1735172144,1,10/2019,ALL
171517197,1,10/2019,ALL
972362321078169601,0,10/2019,ALL
98930724,0,10/2019,ALL
21763990,0,10/2019,ALL
171517197,1,10/2019,ALL
805741436465512448,1,10/2019,ALL
2320589606,1,10/2019,ALL
3921714201,1,10/2019,ALL
74288652,1,10/2019,ALL
1059007968522485760,1,10/2019,ALL
1008259824247713792,1,10/2019,ALL
1008259824247713792,1,10/2019,ALL
1008259824247713792,1,10/2019,ALL
1008259824247713792,1,10/2019,ALL
1008259824247713792,1,10/2019,ALL
3317217437,1,10/2019,ALL
1035551956423659523,0,10/2019,ALL
947495822,1,10/2019,ALL
111769758,1,10/2019,ALL
1954706040,1,10/2019,ALL
1020215326875766784,1,10/2019,ALL
3366641,1,10/2019,ALL
50636347,1,10/2019,ALL
2797602696,0,10/2019,ALL
296728882,1,10/2019,ALL
1629848196,0,10/2019,ALL
31020455,0,10/2019,ALL
204623129,0,10/2019,ALL
1104464264,0,10/2019,ALL
3624181222,1,10/2019,ALL
2496463412,0,10/2019,ALL
188748627,0,10/2019,ALL
38591067,0,10/2019,ALL
3312848443,0,10/2019,ALL
34553489,0,10/2019,ALL
197553087,1,10/2019,ALL
202391273,0,10/2019,ALL
373079510,0,10/2019,ALL
4779161958,0,10/2019,ALL
25380642,0,10/2019,ALL
1012987433049317376,1,10/2019,ALL
1030153943605751808,0,10/2019,ALL
16165031,0,10/2019,ALL
329159493,1,10/2019,ALL
329159493,0,10/2019,ALL
329159493,0,10/2019,ALL
827902554071777286,0,10/2019,ALL
2321734856,0,10/2019,ALL
15045263,0,10/2019,ALL
112808088,1,10/2019,ALL
433362380,0,10/2019,ALL
45744578,0,10/2019,ALL
353303288,0,10/2019,ALL
547222615,0,10/2019,ALL
950460720,0,10/2019,ALL
131074139,0,10/2019,ALL
1516461756,1,10/2019,ALL
1518309308,0,10/2019,ALL
20748873,1,10/2019,ALL
267519044,1,10/2019,ALL
15397067,0,10/2019,ALL
840670447775682563,0,10/2019,ALL
878490462,1,10/2019,ALL
48165941,0,10/2019,ALL
17393738,1,10/2019,ALL
886972166,0,10/2019,ALL
923200698,0,10/2019,ALL
842050030970277888,1,10/2019,ALL
862480840311308289,0,10/2019,ALL
785130636,0,10/2019,ALL
2589975264,1,10/2019,ALL
243853102,1,10/2019,ALL
27409273,1,10/2019,ALL
707909475764707328,1,10/2019,ALL
1092869543381397505,1,10/2019,ALL
171517197,1,10/2019,ALL
775781157539614721,0,10/2019,ALL
197553087,1,10/2019,ALL
3119751675,1,10/2019,ALL
171517197,1,10/2019,ALL
879902389976825856,0,10/2019,ALL
1016090552939565056,1,10/2019,ALL
32516821,0,10/2019,ALL
278622477,0,10/2019,ALL
861942444,0,10/2019,ALL
386751727,0,10/2019,ALL
179733102,1,10/2019,ALL
751505179,1,10/2019,ALL
2736648115,0,10/2019,ALL
1963078501,0,10/2019,ALL
6267452,1,10/2019,ALL
92909269,0,10/2019,ALL
130586621,0,10/2019,ALL
63088477,1,10/2019,ALL
22178766,0,10/2019,ALL
941048210084257792,0,10/2019,ALL
2366023818,0,10/2019,ALL
3293641072,0,10/2019,ALL
77312459,1,10/2019,ALL
2840623617,0,10/2019,ALL
88352327,0,10/2019,ALL
449128263,0,10/2019,ALL
2353469436,1,10/2019,ALL
772927160990433280,0,10/2019,ALL
282305428,0,10/2019,ALL
2814435995,1,10/2019,ALL
25393191,0,10/2019,ALL
516645637,0,10/2019,ALL
103928489,0,10/2019,ALL
165715795,1,10/2019,ALL
63738419,0,10/2019,ALL
16021340,0,10/2019,ALL
77312459,1,10/2019,ALL
472133337,0,10/2019,ALL
1143967309532471301,0,10/2019,ALL
123041474,0,10/2019,ALL
995513989353426944,1,10/2019,ALL
796820870291329024,0,10/2019,ALL
16228337,0,10/2019,ALL
920166654,0,10/2019,ALL
1735172144,0,10/2019,ALL
878490462,1,10/2019,ALL
3931782256,1,10/2019,ALL
294932830,1,10/2019,ALL
1048934975943442433,1,10/2019,ALL
1067142716323057666,1,10/2019,ALL
282134662,1,10/2019,ALL
2356982959,1,10/2019,ALL
518238327,1,10/2019,ALL
2356982959,0,10/2019,ALL
518238327,0,10/2019,ALL
981002667886567425,1,10/2019,ALL
269856565,0,10/2019,ALL
1189928089565966336,0,10/2019,ALL
87606674,1,10/2019,ALL
33993935,0,10/2019,ALL
969173723457695744,1,10/2019,ALL
969173723457695744,0,10/2019,ALL
969173723457695744,1,10/2019,ALL
1001122775124381696,1,10/2019,ALL
2356982959,1,10/2019,ALL
518238327,1,10/2019,ALL
26603208,0,10/2019,ALL
15868277,1,10/2019,ALL
947495822,1,10/2019,ALL
45744578,1,10/2019,ALL
87606674,1,10/2019,ALL
899265353007587331,1,10/2019,ALL
118431010,1,10/2019,ALL
16003244,0,10/2019,ALL
144494566,1,10/2019,ALL
89785537,0,10/2019,ALL
1011604134846500868,1,10/2019,ALL
851410313580761090,1,10/2019,ALL
209584092,1,10/2019,ALL
17714540,1,10/2019,ALL
1436070643,0,10/2019,ALL
303862998,1,10/2019,ALL
2570652956,1,10/2019,ALL
39001219,0,10/2019,ALL
3730779976,1,10/2019,ALL
811296326197579782,0,10/2019,ALL
1019916306160799745,0,10/2019,ALL
77312459,1,10/2019,ALL
84156655,1,10/2019,ALL
776810253467942912,1,10/2019,ALL
91109381,1,10/2019,ALL
16556796,1,10/2019,ALL
1954706040,0,10/2019,ALL
110531933,1,10/2019,ALL
25546269,1,10/2019,ALL
4881349094,1,10/2019,ALL
15715367,1,10/2019,ALL
58303312,1,10/2019,ALL
55373985,1,10/2019,ALL
137812296,0,10/2019,ALL
19397439,0,10/2019,ALL
19397439,0,10/2019,ALL
182574375,0,10/2019,ALL
3291394305,1,10/2019,ALL
54523265,1,10/2019,ALL
32747555,1,10/2019,ALL
733049175663775745,0,10/2019,ALL
488645353,1,10/2019,ALL
94554925,0,11/2019,ALL
77312459,1,11/2019,ALL
28170108,0,11/2019,ALL
1603164476,0,11/2019,ALL
28170108,0,11/2019,ALL
408191344,0,11/2019,ALL
2548372826,1,11/2019,ALL
1131948239979208704,0,11/2019,ALL
14083628,0,11/2019,ALL
17257857,0,11/2019,ALL
131074139,1,11/2019,ALL
41883956,1,11/2019,ALL
317292258,1,11/2019,ALL
981606042034372608,0,11/2019,ALL
4758928872,0,11/2019,ALL
3002193393,1,11/2019,ALL
10319952,0,11/2019,ALL
819861340294524928,1,11/2019,ALL
1190701380,1,11/2019,ALL
17662020,1,11/2019,ALL
754127387693027328,1,11/2019,ALL
754127387693027328,0,11/2019,ALL
787150986313801728,0,11/2019,ALL
588619324,0,11/2019,ALL
256241139,1,11/2019,ALL
879392311481946112,0,11/2019,ALL
834594192286433280,0,11/2019,ALL
1101491024554328064,1,11/2019,ALL
132864096,0,11/2019,ALL
311669417,0,11/2019,ALL
760046461824409600,0,11/2019,ALL
3761415808,1,11/2019,ALL
108346932,0,11/2019,ALL
16628790,1,11/2019,ALL
1156298024148226048,1,11/2019,ALL
256965214,1,11/2019,ALL
3761415808,0,11/2019,ALL
821811698,0,11/2019,ALL
115763683,0,11/2019,ALL
1680954786,1,11/2019,ALL
2707096166,1,11/2019,ALL
282585627,1,11/2019,ALL
970815546,1,11/2019,ALL
1912395307,1,11/2019,ALL
871274962274861058,0,11/2019,ALL
2958922729,0,11/2019,ALL
229601403,1,11/2019,ALL
14074474,0,11/2019,ALL
2617645478,0,11/2019,ALL
25623368,1,11/2019,ALL
1436070643,0,11/2019,ALL
126724232,1,11/2019,ALL
3317217437,1,11/2019,ALL
30452613,1,11/2019,ALL
1031597089808109568,0,11/2019,ALL
1001929386,1,11/2019,ALL
2906580072,0,11/2019,ALL
1042037683491663872,0,11/2019,ALL
14409338,1,11/2019,ALL
15211266,0,11/2019,ALL
39656536,0,11/2019,ALL
1061188345,0,11/2019,ALL
567614234,1,11/2019,ALL
935376182010433536,0,11/2019,ALL
567614234,1,11/2019,ALL
579957377,1,11/2019,ALL
15868277,1,11/2019,ALL
21013024,0,11/2019,ALL
89785537,1,11/2019,ALL
367758743,0,11/2019,ALL
1131948239979208704,0,11/2019,ALL
863347843,1,11/2019,ALL
1167368951166205952,1,11/2019,ALL
155277570,1,11/2019,ALL
84075950,1,11/2019,ALL
84075950,0,11/2019,ALL
374966809,1,11/2019,ALL
864704845847986177,0,11/2019,ALL
607260979,0,11/2019,ALL
36792601,0,11/2019,ALL
23471698,1,11/2019,ALL
724818308,1,11/2019,ALL
44634164,1,11/2019,ALL
15440121,1,11/2019,ALL
19397439,0,11/2019,ALL
19397439,1,11/2019,ALL
19284888,1,11/2019,ALL
3063170596,1,11/2019,ALL
157438443,0,11/2019,ALL
15579918,1,11/2019,ALL
2393598374,1,11/2019,ALL
17392332,1,11/2019,ALL
2171487918,1,11/2019,ALL
75673231,0,11/2019,ALL
953170077892751372,1,11/2019,ALL
934749505,1,11/2019,ALL
1132795518,1,11/2019,ALL
953170077892751372,1,11/2019,ALL
934749505,1,11/2019,ALL
1041051766568177670,1,11/2019,ALL
15170258,1,11/2019,ALL
47361215,0,11/2019,ALL
983669933111312384,0,11/2019,ALL
823961312204091398,0,11/2019,ALL
131820370,0,11/2019,ALL
1031227401244749827,0,11/2019,ALL
870213804302499840,0,11/2019,ALL
741337705,1,11/2019,ALL
769467290878222336,1,11/2019,ALL
488665540,0,11/2019,ALL
576762453,0,11/2019,ALL
825898445730873345,0,11/2019,ALL
28207516,0,11/2019,ALL
851410313580761090,1,11/2019,ALL
41591401,1,11/2019,ALL
985222158380040193,0,11/2019,ALL
851410313580761090,0,11/2019,ALL
380967792,1,11/2019,ALL
107372976,1,11/2019,ALL
1018513502,1,11/2019,ALL
718421856,1,11/2019,ALL
1093708682,1,11/2019,ALL
76796920,1,11/2019,ALL
284636751,1,11/2019,ALL
3011219540,0,11/2019,ALL
3061902593,0,11/2019,ALL
15715367,0,11/2019,ALL
467062762,1,11/2019,ALL
596170322,1,11/2019,ALL
16155166,1,11/2019,ALL
1006851552429125633,0,11/2019,ALL
75673231,1,11/2019,ALL
598657046,1,11/2019,ALL
770696343782240256,1,11/2019,ALL
26603208,1,11/2019,ALL
3232879200,0,11/2019,ALL
122317608,1,11/2019,ALL
596170322,0,11/2019,ALL
14242214,1,11/2019,ALL
900095886042288130,1,11/2019,ALL
55017824,0,11/2019,ALL
404755385,1,11/2019,ALL
2826536509,1,11/2019,ALL
131820370,1,11/2019,ALL
101067053,0,11/2019,ALL
770696343782240256,0,11/2019,ALL
4337144594,0,11/2019,ALL
1337182770,1,11/2019,ALL
20299014,1,11/2019,ALL
2990402052,1,11/2019,ALL
1119194293586092032,0,11/2019,ALL
3097187167,0,11/2019,ALL
1154381411614416906,0,11/2019,ALL
156568938,1,11/2019,ALL
139593662,1,11/2019,ALL
2294096530,1,11/2019,ALL
476686277,0,11/2019,ALL
1160779539892408321,1,11/2019,ALL
130535328,1,11/2019,ALL
1180181301095215104,1,11/2019,ALL
59244969,0,11/2019,ALL
15221598,1,11/2019,ALL
369107103,0,11/2019,ALL
25260372,0,11/2019,ALL
21232519,0,11/2019,ALL
851410313580761090,0,11/2019,ALL
1070119310616653825,1,11/2019,ALL
2906580072,0,11/2019,ALL
1137003304381108224,1,11/2019,ALL
188531255,0,11/2019,ALL
618596865,1,11/2019,ALL
75673231,1,11/2019,ALL
2367320131,0,11/2019,ALL
1561232988,0,11/2019,ALL
5717962,1,11/2019,ALL
1154172946451181568,1,11/2019,ALL
17463660,0,11/2019,ALL
2412587300,0,11/2019,ALL
1017500078817398784,1,11/2019,ALL
148696764,1,11/2019,ALL
2848147458,1,11/2019,ALL
34777976,1,11/2019,ALL
1146432983563325440,0,11/2019,ALL
46900180,0,11/2019,ALL
17267769,1,11/2019,ALL
42382372,1,11/2019,ALL
1396733065,1,11/2019,ALL
96829513,1,11/2019,ALL
1068401590560669696,1,11/2019,ALL
2826536509,1,11/2019,ALL
48300632,1,11/2019,ALL
475821205,0,11/2019,ALL
2682180439,0,11/2019,ALL
1132795518,0,11/2019,ALL
1172457341041532928,1,11/2019,ALL
257282820,1,11/2019,ALL
797003299182428160,1,11/2019,ALL
1371597162,1,11/2019,ALL
1097580263373185024,1,11/2019,ALL
1069974042604593152,1,11/2019,ALL
3494409328,1,11/2019,ALL
629280862,0,11/2019,ALL
19808595,1,11/2019,ALL
1067222170429005824,1,11/2019,ALL
275382895,0,11/2019,ALL
275382895,0,11/2019,ALL
302152200,0,11/2019,ALL
704554389604737024,0,11/2019,ALL
1133102893131862018,0,11/2019,ALL
15086810,1,11/2019,ALL
1129153363340288001,1,11/2019,ALL
294932830,0,11/2019,ALL
1206557256,0,11/2019,ALL
124531391,1,11/2019,ALL
1129153363340288001,0,11/2019,ALL
28913392,1,11/2019,ALL
787150986313801728,1,11/2019,ALL
77312459,1,11/2019,ALL
3303713149,1,11/2019,ALL
3815139737,1,11/2019,ALL
2817285212,0,11/2019,ALL
1001122775124381696,1,11/2019,ALL
275382895,0,11/2019,ALL
33893402,1,11/2019,ALL
1735172144,1,11/2019,ALL
1170388326110466048,1,11/2019,ALL
1175685350372429825,1,11/2019,ALL
864704845847986177,1,11/2019,ALL
2394498976,1,11/2019,ALL
14981695,0,11/2019,ALL
1160779539892408321,1,11/2019,ALL
839570762411487236,1,11/2019,ALL
491429456,1,11/2019,ALL
144494566,1,11/2019,ALL
4450509553,1,11/2019,ALL
613729669,0,11/2019,ALL
1338645654,1,11/2019,ALL
1182496915746770949,0,11/2019,ALL
343245339,1,11/2019,ALL
959188453031333888,1,11/2019,ALL
844615687528235012,1,11/2019,ALL
275382895,1,11/2019,ALL
25886862,0,11/2019,ALL
1119130362,1,11/2019,ALL
55373985,1,11/2019,ALL
590339623,1,11/2019,ALL
865219569518088192,1,11/2019,ALL
22194854,0,11/2019,ALL
1735172144,0,11/2019,ALL
77312459,0,11/2019,ALL
726156246605156352,0,11/2019,ALL
15221598,0,11/2019,ALL
106985592,1,11/2019,ALL
19123904,1,11/2019,ALL
106985592,0,11/2019,ALL
49722441,1,11/2019,ALL
805741436465512448,0,11/2019,ALL
1080407358717730816,0,11/2019,ALL
187796215,1,11/2019,ALL
164160602,0,11/2019,ALL
139593662,0,11/2019,ALL
29726352,1,11/2019,ALL
102966683,0,11/2019,ALL
111041991,0,11/2019,ALL
144494566,1,11/2019,ALL
64983443,0,11/2019,ALL
211122484,0,11/2019,ALL
3070069311,1,11/2019,ALL
710428477,0,11/2019,ALL
1020215326875766784,0,11/2019,ALL
1003916401499926533,1,11/2019,ALL
2974409321,1,11/2019,ALL
44106424,1,11/2019,ALL
2324650957,0,11/2019,ALL
189208138,0,11/2019,ALL
9946052,1,11/2019,ALL
1611641905,0,11/2019,ALL
845621678440955904,0,11/2019,ALL
2861405290,0,11/2019,ALL
460909682,0,11/2019,ALL
131673519,1,11/2019,ALL
4711717992,1,11/2019,ALL
549965588,0,11/2019,ALL
418299971,0,11/2019,ALL
35203319,0,11/2019,ALL
795950863,1,11/2019,ALL
253846805,0,11/2019,ALL
1174668954469449728,1,11/2019,ALL
138526255,1,11/2019,ALL
2353469436,1,11/2019,ALL
3097187167,1,11/2019,ALL
77312459,0,11/2019,ALL
589048815,0,11/2019,ALL
33435210,1,11/2019,ALL
1182395132072448001,0,11/2019,ALL
889286474172116992,0,11/2019,ALL
15311268,1,11/2019,ALL
849737390,0,11/2019,ALL
262413057,1,11/2019,ALL
15586404,0,11/2019,ALL
1131948239979208704,0,11/2019,ALL
262413057,0,11/2019,ALL
409886625,0,11/2019,ALL
75673231,1,11/2019,ALL
131074139,1,11/2019,ALL
2830262971,0,11/2019,ALL
863347843,1,11/2019,ALL
2272400485,0,11/2019,ALL
21519475,0,11/2019,ALL
108406584,1,11/2019,ALL
881604271,0,11/2019,ALL
15715367,1,11/2019,ALL
15715367,1,11/2019,ALL
228918333,1,11/2019,ALL
2253742556,1,11/2019,ALL
2570652956,1,11/2019,ALL
2356982959,1,11/2019,ALL
518238327,1,11/2019,ALL
819861340294524928,1,11/2019,ALL
361111228,1,11/2019,ALL
124531391,1,11/2019,ALL
885088352386637824,0,11/2019,ALL
26744205,1,11/2019,ALL
543666938,0,11/2019,ALL
111392102,1,11/2019,ALL
77312459,1,11/2019,ALL
2814435995,1,11/2019,ALL
105197819,0,11/2019,ALL
705424458,1,11/2019,ALL
2203232041,1,11/2019,ALL
1008259824247713792,1,11/2019,ALL
1008259824247713792,1,11/2019,ALL
1175638311324405766,1,11/2019,ALL
4061277372,0,11/2019,ALL
285371304,1,11/2019,ALL
178563985,1,11/2019,ALL
1111453475878125568,0,11/2019,ALL
2174171568,1,11/2019,ALL
105197819,0,11/2019,ALL
1148595330491015169,1,11/2019,ALL
28614941,1,11/2019,ALL
3244886021,1,11/2019,ALL
1140584370329157632,0,11/2019,ALL
43968854,1,11/2019,ALL
3815139737,1,11/2019,ALL
3046286998,1,11/2019,ALL
1712754991,1,11/2019,ALL
1068382594729828352,1,11/2019,ALL
1180813230215548930,1,11/2019,ALL
515228826,0,11/2019,ALL
42381921,1,11/2019,ALL
788898706586275840,1,11/2019,ALL
4312458434,0,11/2019,ALL
98930724,0,11/2019,ALL
1020215326875766784,0,11/2019,ALL
1141218651900506113,0,11/2019,ALL
425049873,1,11/2019,ALL
851410313580761090,1,11/2019,ALL
60349815,0,11/2019,ALL
18256546,0,11/2019,ALL
1156275707972112386,1,11/2019,ALL
187561253,0,11/2019,ALL
43335408,1,11/2019,ALL
1180813230215548930,1,11/2019,ALL
24050478,1,11/2019,ALL
1180813230215548930,0,11/2019,ALL
1180813230215548930,0,11/2019,ALL
128494703,0,11/2019,ALL
205109688,0,11/2019,ALL
18241199,1,11/2019,ALL
515228826,0,11/2019,ALL
307386087,1,11/2019,ALL
957793439919226880,0,11/2019,ALL
605972153,1,11/2019,ALL
3907639576,1,11/2019,ALL
1181448223853989888,0,11/2019,ALL
1055020896992280576,1,11/2019,ALL
82799304,1,11/2019,ALL
16666454,1,11/2019,ALL
163274390,0,11/2019,ALL
830333110642413569,1,11/2019,ALL
30048811,0,11/2019,ALL
954545827187384320,0,11/2019,ALL
15664534,0,11/2019,ALL
14322288,1,11/2019,ALL
986019714034995202,0,11/2019,ALL
478566988,1,11/2019,ALL
2462972924,0,11/2019,ALL
1977265634,1,11/2019,ALL
16471324,1,11/2019,ALL
25471555,1,11/2019,ALL
407850830,0,11/2019,ALL
3064266184,1,11/2019,ALL
1150792886285471745,0,11/2019,ALL
14229632,1,11/2019,ALL
250069039,1,11/2019,ALL
138526255,0,11/2019,ALL
1933909537,1,11/2019,ALL
302152200,0,11/2019,ALL
22372182,0,11/2019,ALL
1001122775124381696,1,11/2019,ALL
632081490,1,11/2019,ALL
1071908591014109184,0,11/2019,ALL
864704845847986177,0,11/2019,ALL
775781157539614721,1,11/2019,ALL
335564286,1,11/2019,ALL
60642183,1,11/2019,ALL
14304930,1,11/2019,ALL
3253714729,1,11/2019,ALL
778510417693925376,1,11/2019,ALL
75673231,1,11/2019,ALL
742810597675413504,1,11/2019,ALL
3131125744,1,11/2019,ALL
2990402052,1,11/2019,ALL
137812296,0,11/2019,ALL
321436198,0,11/2019,ALL
775781157539614721,1,11/2019,ALL
24777840,1,11/2019,ALL
77312459,1,11/2019,ALL
55373985,1,11/2019,ALL
931195029711880193,1,11/2019,ALL
828471835406786560,0,11/2019,ALL
1186286940,0,11/2019,ALL
515228826,0,11/2019,ALL
373493591,1,11/2019,ALL
1069924504716144640,1,11/2019,ALL
805741436465512448,0,11/2019,ALL
504071626,1,11/2019,ALL
706521650,1,11/2019,ALL
2174171568,1,11/2019,ALL
1173806312909619200,1,11/2019,ALL
715854881798668293,1,11/2019,ALL
1008259824247713792,1,11/2019,ALL
1008259824247713792,1,11/2019,ALL
2244010328,1,11/2019,ALL
2799778214,0,11/2019,ALL
773784905004220416,1,11/2019,ALL
831835546708230144,1,11/2019,ALL
605972153,1,11/2019,ALL
993878019377942528,1,11/2019,ALL
2801331116,0,11/2019,ALL
1076236483307208707,1,11/2019,ALL
81776764,0,11/2019,ALL
15664534,0,11/2019,ALL
605972153,0,11/2019,ALL
801271411327246336,1,11/2019,ALL
2990402052,1,11/2019,ALL
1965133027,1,11/2019,ALL
33831619,1,11/2019,ALL
59244969,0,11/2019,ALL
67325612,0,11/2019,ALL
111050337,1,11/2019,ALL
19581044,0,11/2019,ALL
77312459,1,11/2019,ALL
20473084,1,11/2019,ALL
15285372,1,11/2019,ALL
1162353620337254400,1,11/2019,ALL
1001929386,1,11/2019,ALL
939060292008468480,1,11/2019,ALL
203270362,0,11/2019,ALL
139078359,0,11/2019,ALL
934319700,1,11/2019,ALL
442583715,1,11/2019,ALL
271126849,1,11/2019,ALL
77312459,1,11/2019,ALL
2987907095,0,11/2019,ALL
977945240140173318,1,11/2019,ALL
1634756136,1,11/2019,ALL
836919320567562240,1,11/2019,ALL
1325750857,1,11/2019,ALL
1954706040,1,11/2019,ALL
836919320567562240,0,11/2019,ALL
36988236,0,11/2019,ALL
2869329551,1,11/2019,ALL
22194854,0,11/2019,ALL
22194854,1,11/2019,ALL
863855947281833984,0,11/2019,ALL
1436070643,0,11/2019,ALL
2870858776,1,11/2019,ALL
1887725089,1,11/2019,ALL
1362589687,1,11/2019,ALL
17392332,0,11/2019,ALL
1180813230215548930,0,11/2019,ALL
1180813230215548930,1,11/2019,ALL
1189136340862025728,1,11/2019,ALL
707081115010379780,0,11/2019,ALL
3064266184,1,11/2019,ALL
778510417693925376,1,11/2019,ALL
302540505,1,11/2019,ALL
889027822705979392,1,11/2019,ALL
268201193,0,11/2019,ALL
89785537,1,11/2019,ALL
36911205,1,11/2019,ALL
193208808,1,11/2019,ALL
15868277,1,11/2019,ALL
1008259824247713792,1,11/2019,ALL
1133319467621081089,1,11/2019,ALL
1008259824247713792,1,11/2019,ALL
826781344973864960,1,11/2019,ALL
1008259824247713792,1,11/2019,ALL
752500260434567169,1,11/2019,ALL
875115944372318208,1,11/2019,ALL
471336554,0,11/2019,ALL
17093031,1,11/2019,ALL
406867151,1,11/2019,ALL
80574160,1,11/2019,ALL
294932830,1,11/2019,ALL
1076023523154419712,1,11/2019,ALL
1191290711867457536,1,11/2019,ALL
1160779539892408321,0,11/2019,ALL
1396733065,1,11/2019,ALL
15327418,0,11/2019,ALL
2623875737,0,11/2019,ALL
1099990383742791680,0,11/2019,ALL
